timestamp,vehicle_id,station_id,event_type,cycle_time
588.8898680155504,10,S01,BUFFER_EXIT,
628.8585814344951,3,S03,FINISH,181.3923386146217
628.8585814344951,3,S03,BUFFER_EXIT,
628.8585814344951,3,S04,START,49.32416089485042
628.8585814344951,7,S02,BUFFER_EXIT,
628.8585814344951,4,S03,START,174.77112655388677
628.8585814344951,8,S02,START,57.40160023241872
678.1827423293455,3,S04,FINISH,49.32416089485042
678.1827423293455,3,S04,BUFFER_EXIT,
678.1827423293455,3,S05,START,45.49108952550145
686.2601816669138,8,S02,FINISH,57.40160023241872
723.673831854847,3,S05,FINISH,45.49108952550145
723.673831854847,3,S05,FACTORY_EXIT,
803.6297079883819,4,S03,FINISH,174.77112655388677
803.6297079883819,4,S03,BUFFER_EXIT,
803.6297079883819,4,S04,START,51.14563398975175
803.6297079883819,8,S02,BUFFER_EXIT,
803.6297079883819,5,S03,START,177.83019795163764
803.6297079883819,9,S02,START,87.11999207518507
854.7753419781337,4,S04,FINISH,51.14563398975175
854.7753419781337,4,S04,BUFFER_EXIT,
854.7753419781337,4,S05,START,45.83076412945444
890.749700063567,9,S02,FINISH,87.11999207518507
900.6061061075882,4,S05,FINISH,45.83076412945444
900.6061061075882,4,S05,FACTORY_EXIT,
981.4599059400196,5,S03,FINISH,177.83019795163764
981.4599059400196,5,S03,BUFFER_EXIT,
981.4599059400196,5,S04,START,51.379999557731225
981.4599059400196,9,S02,BUFFER_EXIT,
981.4599059400196,6,S03,START,171.5778043902727
981.4599059400196,10,S02,START,53.72257481786636
1032.8399054977508,5,S04,FINISH,51.379999557731225
1032.8399054977508,5,S04,BUFFER_EXIT,
1032.8399054977508,5,S05,START,46.993093714507744
1035.182480757886,10,S02,FINISH,53.72257481786636
1079.8329992122585,5,S05,FINISH,46.993093714507744
1079.8329992122585,5,S05,FACTORY_EXIT,
1153.0377103302922,6,S03,FINISH,171.5778043902727
1153.0377103302922,6,S03,BUFFER_EXIT,
1153.0377103302922,6,S04,START,49.07338940399239
1153.0377103302922,10,S02,BUFFER_EXIT,
1153.0377103302922,7,S03,START,178.12137421909196
1202.1110997342846,6,S04,FINISH,49.07338940399239
1202.1110997342846,6,S04,BUFFER_EXIT,
1202.1110997342846,6,S05,START,66.38900001985976
1268.5000997541445,6,S05,FINISH,66.38900001985976
1268.5000997541445,6,S05,FACTORY_EXIT,
1331.159084549384,7,S03,FINISH,178.12137421909196
1331.159084549384,7,S03,BUFFER_EXIT,
1331.159084549384,7,S04,START,48.73313753846992
1331.159084549384,8,S03,START,175.72934895341285
1379.892222087854,7,S04,FINISH,48.73313753846992
1379.892222087854,7,S04,BUFFER_EXIT,
1379.892222087854,7,S05,START,46.79020297621115
1426.682425064065,7,S05,FINISH,46.79020297621115
1426.682425064065,7,S05,FACTORY_EXIT,
1506.888433502797,8,S03,FINISH,175.72934895341285
1506.888433502797,8,S03,BUFFER_EXIT,
1506.888433502797,8,S04,START,48.59660379578642
1506.888433502797,9,S03,START,271.0288397170582
1555.4850372985834,8,S04,FINISH,48.59660379578642
1555.4850372985834,8,S04,BUFFER_EXIT,
1555.4850372985834,8,S05,START,42.9620236894113
1598.4470609879947,8,S05,FINISH,42.9620236894113
1598.4470609879947,8,S05,FACTORY_EXIT,
1777.9172732198551,9,S03,FINISH,271.0288397170582
1777.9172732198551,9,S03,BUFFER_EXIT,
1777.9172732198551,9,S04,START,50.63723020851545
1777.9172732198551,10,S03,START,178.59887940239432
1828.5545034283705,9,S04,FINISH,50.63723020851545
1828.5545034283705,9,S04,BUFFER_EXIT,
1828.5545034283705,9,S05,START,44.46728678927941
1873.0217902176498,9,S05,FINISH,44.46728678927941
1873.0217902176498,9,S05,FACTORY_EXIT,
1956.5161526222494,10,S03,FINISH,178.59887940239432
1956.5161526222494,10,S03,BUFFER_EXIT,
1956.5161526222494,10,S04,START,75.87343035297411
2032.3895829752234,10,S04,FINISH,75.87343035297411
2032.3895829752234,10,S04,BUFFER_EXIT,
2032.3895829752234,10,S05,START,77.24105196033145
2109.630634935555,10,S05,FINISH,77.24105196033145
2109.630634935555,10,S05,FACTORY_EXIT,
